person_income,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,loan_status,person_gender_male,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,previous_loan_defaults_on_file_Yes
187242,23000,18,0,2,660,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
187978,25000,13,0,2,572,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
187984,18000,11,0,3,662,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
188190,9600,14,0,2,609,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
188571,35000,10,0,4,607,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
46878,15250,14,0,2,694,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
188246,7000,9,0,4,622,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
42035,15250,13,0,2,607,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
44287,15250,15,0,2,696,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
188323,15000,10,0,3,658,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
21945,5500,11,0,2,615,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
72086,15250,14,0,4,698,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
188588,15000,13,0,4,669,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
188367,10000,13,0,2,680,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
66067,15350,12,0,3,635,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
144949,15400,14,0,2,649,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
174922,17600,14,0,3,672,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
189287,28000,7,0,4,666,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
174997,20000,10,0,2,694,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
189576,20000,12,0,3,628,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
44323,15450,13,0,2,654,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
190098,25000,11,0,3,629,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
190643,20000,14,0,2,619,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
111102,15450,10,0,3,624,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
192954,18325,7,0,3,650,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
193214,12000,5,0,4,562,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
87130,15500,7,0,2,615,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
193119,7000,8,0,3,659,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
151353,15500,7,0,2,660,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
66110,15550,11,0,4,691,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
50307,15600,12,0,3,667,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
61197,15600,12,0,4,660,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
178840,7500,18,0,3,647,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
192721,20000,19,0,2,639,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
72991,15600,12,0,4,637,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
193053,15000,7,0,4,649,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
192966,35000,15,0,2,654,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
75462,15600,7,0,4,651,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
193028,17000,9,0,3,620,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
133014,15600,15,0,4,663,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
178328,25000,15,0,2,665,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56257,15625,9,0,4,556,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
54141,15650,20,0,4,662,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
76893,15675,6,0,2,631,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
193242,6000,8,0,4,656,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
82472,15700,11,0,2,536,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
195667,16000,15,0,2,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
181548,10000,15,0,3,643,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
196475,10000,11,0,2,656,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
183343,20000,11,0,3,613,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
44357,15850,11,0,3,639,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
61017,15850,16,0,3,640,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
101917,15850,8,0,4,676,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
198779,5000,5,0,3,620,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
125434,15900,13,0,2,637,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
92163,16000,10,0,3,581,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
198891,20000,13,0,4,638,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20512,4000,8,0,2,496,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
93273,16000,11,0,3,583,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
199596,12000,12,0,3,641,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
96160,16000,11,0,4,508,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
200592,10000,11,0,4,661,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
200293,23450,11,0,3,659,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
96933,16000,11,0,2,597,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
201823,20000,12,0,2,678,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
202292,15750,10,0,2,597,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
96819,16000,9,0,3,628,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
97088,16000,13,0,3,573,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
205279,5000,11,0,3,618,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
76583,16000,16,0,4,677,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
97797,16000,16,0,4,579,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
205215,20000,10,0,3,637,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
205111,3850,6,0,4,693,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
97955,16000,13,0,2,604,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
100839,16000,10,0,2,573,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
102783,16000,14,0,2,577,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
205187,25000,10,0,2,675,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
102879,16000,6,0,3,638,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
102719,16000,11,0,3,631,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
102978,16000,6,0,2,722,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
161802,12000,16,0,2,596,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
19367,2500,6,0,2,673,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
207525,12000,11,0,2,659,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
207521,15000,10,0,4,695,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
207440,12000,11,0,4,653,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
104234,16000,16,0,2,609,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
208649,10000,8,0,4,658,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
210516,30000,11,0,2,699,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
108121,16000,13,0,4,642,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
211093,7550,11,0,4,647,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
210874,35000,11,0,3,632,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
211203,10000,5,0,3,623,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
210785,7500,15,0,3,649,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
210894,15000,11,0,3,664,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
18934,2000,6,0,3,515,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
109198,16000,12,0,2,667,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
211272,3000,8,0,3,673,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
210945,8000,11,0,4,659,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
110725,16000,14,0,3,625,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
95865,16000,12,0,2,544,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
112268,16000,11,0,4,670,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
113365,16000,11,0,3,691,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
212135,15000,12,0,3,674,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
212397,3200,10,0,4,694,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
213645,24000,11,0,4,591,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
215205,8000,15,0,2,709,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
216043,25000,10,0,4,686,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
100982,16000,11,0,3,636,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
217135,6000,12,0,4,510,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
86409,16000,11,0,4,520,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
116384,16000,11,0,3,497,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
217083,14400,11,0,2,640,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
117484,16000,12,0,3,632,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
172452,25000,14,0,2,550,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
106574,16000,17,0,4,669,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
202633,25000,16,0,3,636,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
216730,9700,13,0,4,596,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
217231,5000,8,0,3,609,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
217249,5000,9,0,4,695,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
217336,24000,12,0,2,665,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
203610,12500,8,0,2,655,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
218673,14500,8,0,2,670,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
218950,24000,11,0,4,556,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
121286,16000,11,0,3,621,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
223174,10000,6,0,3,656,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
222569,12000,5,0,3,640,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
222968,6000,11,0,4,656,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
222674,3000,7,0,2,566,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
226622,2000,8,0,4,687,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
227872,5000,9,0,2,681,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
228856,24000,7,0,3,672,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
228941,24000,15,0,3,694,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
228512,5000,5,0,2,683,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
229271,25000,9,0,2,675,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
232485,10000,13,0,4,651,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
235014,5000,8,0,3,703,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
234673,20000,9,0,3,659,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
235247,10000,10,0,2,672,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
118748,16000,16,0,2,659,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
238525,12000,5,0,4,638,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
238655,24250,14,0,3,625,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
18473,3000,14,0,2,629,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
239828,15000,9,0,2,671,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
241352,12000,11,0,2,570,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
240659,21000,12,0,2,600,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
192835,30000,17,0,3,653,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
135868,16000,12,0,3,630,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
136538,16000,11,0,2,612,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
192646,30000,15,0,2,631,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
241365,18000,9,0,3,678,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
241358,35000,17,0,3,607,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
143494,16000,11,0,2,629,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
240642,3025,6,0,3,583,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
240958,24000,14,0,3,590,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
240907,24000,12,0,4,530,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
226751,25000,13,0,4,621,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
145138,16000,12,0,4,659,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
150952,16000,7,0,2,556,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
241227,5000,7,0,4,584,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
163372,16000,16,0,2,667,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
240785,30000,11,0,4,644,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
162994,16000,10,0,2,504,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
242357,14000,7,0,4,610,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
245761,15250,14,0,3,680,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
246825,35000,13,0,2,685,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
247174,11000,10,0,4,688,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
246880,10000,9,0,4,647,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
169061,16000,14,0,3,676,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
172453,16000,6,0,2,654,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
252989,8000,9,0,4,654,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
206035,6500,15,0,2,615,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
265085,25000,10,0,2,704,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
266203,9000,11,0,3,515,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
42579,19000,11,0,2,677,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
271193,21000,11,0,3,647,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37071,19075,7,0,3,588,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
259949,15000,13,0,3,572,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
109254,19125,13,0,4,667,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
57400,19200,12,0,4,622,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
67076,19200,15,0,4,650,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
91005,19200,11,0,2,559,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
93543,19200,11,0,3,648,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
290948,16000,7,0,4,638,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
293262,12000,6,0,3,580,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
242768,8000,16,0,4,654,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
301035,5000,8,0,3,631,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
301199,15000,7,0,2,662,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
15289,2500,9,0,3,662,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
300906,9000,9,0,2,672,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
301087,10575,6,0,2,592,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
300866,8800,10,0,2,601,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
286727,7000,7,0,2,570,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
286397,25000,9,0,4,659,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
304752,25000,17,0,4,583,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
150945,19200,10,0,3,597,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
353943,15000,8,0,4,649,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
294720,12000,16,0,4,697,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
152948,19200,13,0,4,674,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
361284,35000,9,0,3,574,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
361159,10000,15,0,2,546,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
15278,4500,13,0,4,662,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
60681,19400,12,0,2,669,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
379348,12000,13,0,3,624,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
397048,3500,10,0,4,714,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
67833,19400,13,0,2,555,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
438914,35000,10,0,2,633,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
445094,15000,12,0,2,653,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
450743,20000,11,0,3,595,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
84827,19425,11,0,3,722,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
511121,10000,7,0,2,678,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
108899,19500,9,0,2,617,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
13454,1000,10,0,4,621,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
541131,35000,11,0,4,532,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
577186,25000,14,0,3,579,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
142514,19550,15,0,4,608,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
54744,19600,9,0,2,634,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
64757,19600,16,0,3,680,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
90955,19600,12,0,3,660,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
55452,19650,15,0,2,512,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
36911,19750,11,0,4,618,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
46706,19750,7,0,4,546,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
12443,1200,10,0,4,624,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
11953,2000,15,0,3,675,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
12374,2100,15,0,2,620,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
12424,1000,8,0,4,586,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
12268,1200,15,0,2,686,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
12254,2950,17,0,2,613,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
12769,1500,7,0,2,503,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
12268,2375,10,0,3,689,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
12103,1200,10,0,2,671,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
12618,3200,7,0,2,592,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
12813,4000,7,0,4,554,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
12519,2100,10,0,3,618,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
57369,19750,15,0,4,647,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
11788,1750,7,0,3,662,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
11893,3000,15,0,4,556,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
11582,2000,13,0,2,516,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
11240,1400,11,0,2,651,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
11470,2000,10,0,2,672,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
11251,1500,13,0,2,515,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
11250,3500,7,0,3,661,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
10956,2400,9,0,2,580,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
10727,1200,15,0,2,656,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
10715,1000,10,0,4,608,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
10659,3000,7,0,2,601,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
10847,2100,7,0,2,647,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
10606,2800,7,0,2,627,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
10754,3250,11,0,4,694,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
10748,5400,7,0,4,678,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
10161,500,10,0,3,544,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
10721,1000,11,0,4,630,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
9799,1200,13,0,4,611,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
9650,2500,13,0,3,556,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
9732,1000,11,0,2,684,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
8267,1050,11,0,2,665,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8186,1600,14,0,3,495,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8000,1000,9,0,3,598,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
8000,1000,9,0,4,630,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
8000,1800,14,0,2,643,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
8000,1200,14,0,2,687,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
8000,2400,16,0,4,597,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
8000,2750,16,0,3,672,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8000,1400,11,0,4,607,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
27200,6600,12,0,4,654,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
26982,4400,12,0,3,661,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
68258,16000,11,0,2,461,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
67048,1800,7,0,3,589,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
169005,14400,11,0,4,616,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
170362,15000,11,0,3,632,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
37237,12000,5,0,2,594,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
91020,8000,5,0,2,561,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
97148,4000,5,0,3,661,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
64171,2800,6,0,3,665,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
51388,6000,9,0,4,574,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
85148,2500,12,0,4,525,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
44161,16750,15,0,4,646,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
78986,4800,13,0,4,658,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
19452,5500,7,0,3,604,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
87578,16000,10,0,2,557,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
157090,24000,11,0,3,587,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
85402,7550,7,0,3,670,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
84907,9000,9,0,4,594,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
73057,3000,13,0,3,658,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
61610,5000,10,0,2,681,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
90622,18000,12,0,2,602,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
103140,4000,7,0,3,665,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
119029,9400,6,0,3,607,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
108898,8000,10,0,3,637,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
65385,6000,8,0,2,627,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
99637,9000,7,0,3,650,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
36930,10000,15,0,4,597,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
63289,5000,14,0,3,527,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
54688,15000,11,0,2,552,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
58338,4000,5,0,4,651,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
40188,6000,13,0,3,654,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
43051,1500,9,0,2,681,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
142625,12000,13,0,2,651,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
115025,12000,10,0,3,567,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
51196,4800,14,0,2,720,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
77722,13000,14,0,3,596,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
50351,4000,11,0,3,605,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
69485,4200,10,0,4,658,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
108958,9500,11,0,3,658,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
40186,7100,14,0,3,653,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
259923,25000,16,0,2,686,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
46329,6300,11,0,2,569,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19769,1600,12,0,3,646,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
56083,9000,5,0,4,636,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
70594,4000,10,0,4,651,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
229048,12600,6,0,3,685,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
90970,12500,5,0,4,631,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
50951,12000,12,0,4,620,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
109193,12000,8,0,2,610,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
